image_path,label_name,label_idx
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3132.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2926.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2953.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3038.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3162.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3101.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2915.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2916.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3071.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3068.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3201.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-322.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3219.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3054.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3157.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3094.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3123.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3120.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2911.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2950.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3220.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3048.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3172.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2907.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2885.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3033.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3090.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3187.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3110.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2931.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2896.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3034.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2938.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2936.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2922.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3176.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2890.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3098.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3021.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3064.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3083.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3100.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3121.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3096.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3114.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2895.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3198.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2929.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3214.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2930.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3206.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3109.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3195.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3052.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3227.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3026.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3179.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2927.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3005.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2884.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3230.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2924.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-29.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2903.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3103.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3106.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2937.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2948.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3139.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3226.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3050.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3022.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3099.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3045.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2946.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3153.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3040.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2912.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3161.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3016.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3169.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3166.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3091.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3223.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2940.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3221.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3086.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3128.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2935.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3115.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3136.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3232.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3097.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3185.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2894.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2889.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3235.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3208.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3112.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3144.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2900.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-3093.jpg,covid-19,0
/content/drive/MyDrive/MedSSL_Research/dataset/processed/covid-19/train_COVID-2919.jpg,covid-19,0
